,spatial-minus-zoneMean-mrt,Size,Design,Weather,Operation
33259,-0.24,Medium,Standard,TMY,PASSIVE
33260,-0.25,Medium,Standard,TMY,PASSIVE
33261,-0.26,Medium,Standard,TMY,PASSIVE
33262,-0.26,Medium,Standard,TMY,PASSIVE
33263,-0.3,Medium,Standard,TMY,PASSIVE
33264,-0.43,Medium,Standard,TMY,PASSIVE
33265,-0.53,Medium,Standard,TMY,PASSIVE
33266,-0.56,Medium,Standard,TMY,PASSIVE
33267,-0.58,Medium,Standard,TMY,PASSIVE
33268,-0.6,Medium,Standard,TMY,PASSIVE
33269,-0.57,Medium,Standard,TMY,PASSIVE
33270,10.54,Medium,Standard,TMY,PASSIVE
33271,10.52,Medium,Standard,TMY,PASSIVE
33272,8.58,Medium,Standard,TMY,PASSIVE
33273,7.56,Medium,Standard,TMY,PASSIVE
33274,2.85,Medium,Standard,TMY,PASSIVE
33275,5.26,Medium,Standard,TMY,PASSIVE
33276,4.85,Medium,Standard,TMY,PASSIVE
33277,2.52,Medium,Standard,TMY,PASSIVE
33278,1.9,Medium,Standard,TMY,PASSIVE
33279,1.06,Medium,Standard,TMY,PASSIVE
33280,0.44,Medium,Standard,TMY,PASSIVE
33281,-0.24,Medium,Standard,TMY,PASSIVE
33282,-0.39,Medium,Standard,TMY,PASSIVE
33283,-0.38,Medium,Standard,TMY,PASSIVE
33284,-0.38,Medium,Standard,TMY,PASSIVE
33285,-0.38,Medium,Standard,TMY,PASSIVE
33286,-0.37,Medium,Standard,TMY,PASSIVE
33287,-0.37,Medium,Standard,TMY,PASSIVE
33288,-0.38,Medium,Standard,TMY,PASSIVE
33289,-0.39,Medium,Standard,TMY,PASSIVE
33290,-0.39,Medium,Standard,TMY,PASSIVE
33291,-0.4,Medium,Standard,TMY,PASSIVE
33292,-0.39,Medium,Standard,TMY,PASSIVE
33293,-0.35,Medium,Standard,TMY,PASSIVE
33294,0.27,Medium,Standard,TMY,PASSIVE
33295,4.31,Medium,Standard,TMY,PASSIVE
33296,7.4,Medium,Standard,TMY,PASSIVE
33297,6.96,Medium,Standard,TMY,PASSIVE
33298,3.33,Medium,Standard,TMY,PASSIVE
33299,3.85,Medium,Standard,TMY,PASSIVE
33300,3.49,Medium,Standard,TMY,PASSIVE
33301,2.04,Medium,Standard,TMY,PASSIVE
33302,0.67,Medium,Standard,TMY,PASSIVE
33303,0.21,Medium,Standard,TMY,PASSIVE
33304,0.17,Medium,Standard,TMY,PASSIVE
33305,-0.24,Medium,Standard,TMY,PASSIVE
33306,-0.27,Medium,Standard,TMY,PASSIVE
33307,-0.28,Medium,Standard,TMY,PASSIVE
33308,-0.28,Medium,Standard,TMY,PASSIVE
33309,-0.25,Medium,Standard,TMY,PASSIVE
33310,-0.34,Medium,Standard,TMY,PASSIVE
33311,-0.46,Medium,Standard,TMY,PASSIVE
33312,-0.5,Medium,Standard,TMY,PASSIVE
33313,-0.52,Medium,Standard,TMY,PASSIVE
33314,-0.52,Medium,Standard,TMY,PASSIVE
33315,-0.54,Medium,Standard,TMY,PASSIVE
33316,-0.54,Medium,Standard,TMY,PASSIVE
33317,-0.48,Medium,Standard,TMY,PASSIVE
33318,0.92,Medium,Standard,TMY,PASSIVE
33319,0.89,Medium,Standard,TMY,PASSIVE
33320,1.12,Medium,Standard,TMY,PASSIVE
33321,0.79,Medium,Standard,TMY,PASSIVE
33322,0.37,Medium,Standard,TMY,PASSIVE
33323,0.48,Medium,Standard,TMY,PASSIVE
33324,0.43,Medium,Standard,TMY,PASSIVE
33325,0.19,Medium,Standard,TMY,PASSIVE
33326,0.24,Medium,Standard,TMY,PASSIVE
33327,0.19,Medium,Standard,TMY,PASSIVE
33328,0.19,Medium,Standard,TMY,PASSIVE
33329,-0.47,Medium,Standard,TMY,PASSIVE
33330,-0.57,Medium,Standard,TMY,PASSIVE
33331,-0.57,Medium,Standard,TMY,PASSIVE
33332,-0.58,Medium,Standard,TMY,PASSIVE
33333,-0.56,Medium,Standard,TMY,PASSIVE
33334,-0.55,Medium,Standard,TMY,PASSIVE
33335,-0.56,Medium,Standard,TMY,PASSIVE
33336,-0.56,Medium,Standard,TMY,PASSIVE
33337,-0.57,Medium,Standard,TMY,PASSIVE
33338,-0.55,Medium,Standard,TMY,PASSIVE
33339,-0.52,Medium,Standard,TMY,PASSIVE
33340,-0.54,Medium,Standard,TMY,PASSIVE
33341,-0.52,Medium,Standard,TMY,PASSIVE
33342,2.82,Medium,Standard,TMY,PASSIVE
33343,5.19,Medium,Standard,TMY,PASSIVE
33344,3.65,Medium,Standard,TMY,PASSIVE
33345,3.06,Medium,Standard,TMY,PASSIVE
33346,2.63,Medium,Standard,TMY,PASSIVE
33347,2.66,Medium,Standard,TMY,PASSIVE
33348,3.07,Medium,Standard,TMY,PASSIVE
33349,2.79,Medium,Standard,TMY,PASSIVE
33350,2.0,Medium,Standard,TMY,PASSIVE
33351,0.99,Medium,Standard,TMY,PASSIVE
33352,0.34,Medium,Standard,TMY,PASSIVE
33353,0.24,Medium,Standard,TMY,PASSIVE
33354,-0.56,Medium,Standard,TMY,PASSIVE
33355,-0.57,Medium,Standard,TMY,PASSIVE
33356,-0.56,Medium,Standard,TMY,PASSIVE
33357,-0.55,Medium,Standard,TMY,PASSIVE
33358,-0.58,Medium,Standard,TMY,PASSIVE
33359,-0.62,Medium,Standard,TMY,PASSIVE
33360,-0.64,Medium,Standard,TMY,PASSIVE
33361,-0.65,Medium,Standard,TMY,PASSIVE
33362,-0.67,Medium,Standard,TMY,PASSIVE
33363,-0.68,Medium,Standard,TMY,PASSIVE
33364,-0.68,Medium,Standard,TMY,PASSIVE
33365,-0.62,Medium,Standard,TMY,PASSIVE
33366,12.33,Medium,Standard,TMY,PASSIVE
33367,7.2,Medium,Standard,TMY,PASSIVE
33368,6.94,Medium,Standard,TMY,PASSIVE
33369,5.45,Medium,Standard,TMY,PASSIVE
33370,3.04,Medium,Standard,TMY,PASSIVE
33371,3.15,Medium,Standard,TMY,PASSIVE
33372,3.85,Medium,Standard,TMY,PASSIVE
33373,2.35,Medium,Standard,TMY,PASSIVE
33374,1.63,Medium,Standard,TMY,PASSIVE
33375,0.88,Medium,Standard,TMY,PASSIVE
33376,0.27,Medium,Standard,TMY,PASSIVE
33377,-0.2,Medium,Standard,TMY,PASSIVE
33378,-0.35,Medium,Standard,TMY,PASSIVE
33379,-0.44,Medium,Standard,TMY,PASSIVE
33380,-0.46,Medium,Standard,TMY,PASSIVE
33381,-0.47,Medium,Standard,TMY,PASSIVE
33382,-0.5,Medium,Standard,TMY,PASSIVE
33383,-0.53,Medium,Standard,TMY,PASSIVE
33384,-0.54,Medium,Standard,TMY,PASSIVE
33385,-0.56,Medium,Standard,TMY,PASSIVE
33386,-0.57,Medium,Standard,TMY,PASSIVE
33387,-0.57,Medium,Standard,TMY,PASSIVE
33388,-0.58,Medium,Standard,TMY,PASSIVE
33389,0.62,Medium,Standard,TMY,PASSIVE
33390,13.26,Medium,Standard,TMY,PASSIVE
33391,11.22,Medium,Standard,TMY,PASSIVE
33392,8.86,Medium,Standard,TMY,PASSIVE
33393,7.72,Medium,Standard,TMY,PASSIVE
33394,2.46,Medium,Standard,TMY,PASSIVE
33395,2.64,Medium,Standard,TMY,PASSIVE
33396,3.13,Medium,Standard,TMY,PASSIVE
33397,2.26,Medium,Standard,TMY,PASSIVE
33398,1.64,Medium,Standard,TMY,PASSIVE
33399,0.75,Medium,Standard,TMY,PASSIVE
33400,0.39,Medium,Standard,TMY,PASSIVE
33401,-0.5,Medium,Standard,TMY,PASSIVE
33402,-0.43,Medium,Standard,TMY,PASSIVE
33403,-0.32,Medium,Standard,TMY,PASSIVE
33404,-0.43,Medium,Standard,TMY,PASSIVE
33405,-0.44,Medium,Standard,TMY,PASSIVE
33406,-0.4,Medium,Standard,TMY,PASSIVE
33407,-0.46,Medium,Standard,TMY,PASSIVE
33408,-0.47,Medium,Standard,TMY,PASSIVE
33409,-0.5,Medium,Standard,TMY,PASSIVE
33410,-0.53,Medium,Standard,TMY,PASSIVE
33411,-0.54,Medium,Standard,TMY,PASSIVE
33412,-0.53,Medium,Standard,TMY,PASSIVE
33413,-0.42,Medium,Standard,TMY,PASSIVE
33414,2.53,Medium,Standard,TMY,PASSIVE
33415,1.45,Medium,Standard,TMY,PASSIVE
33416,3.57,Medium,Standard,TMY,PASSIVE
33417,2.62,Medium,Standard,TMY,PASSIVE
33418,1.28,Medium,Standard,TMY,PASSIVE
33419,2.32,Medium,Standard,TMY,PASSIVE
33420,2.98,Medium,Standard,TMY,PASSIVE
33421,1.77,Medium,Standard,TMY,PASSIVE
33422,0.74,Medium,Standard,TMY,PASSIVE
33423,0.49,Medium,Standard,TMY,PASSIVE
33424,0.21,Medium,Standard,TMY,PASSIVE
33425,-0.14,Medium,Standard,TMY,PASSIVE
33426,-0.26,Medium,Standard,TMY,PASSIVE
33427,-0.26,Medium,Standard,TMY,PASSIVE
33428,-0.33,Medium,Standard,TMY,PASSIVE
33429,-0.39,Medium,Standard,TMY,PASSIVE
33430,-0.42,Medium,Standard,TMY,PASSIVE
33431,-0.45,Medium,Standard,TMY,PASSIVE
33432,-0.46,Medium,Standard,TMY,PASSIVE
33433,-0.49,Medium,Standard,TMY,PASSIVE
33434,-0.48,Medium,Standard,TMY,PASSIVE
33435,-0.48,Medium,Standard,TMY,PASSIVE
33436,-0.48,Medium,Standard,TMY,PASSIVE
33437,-0.42,Medium,Standard,TMY,PASSIVE
33438,0.28,Medium,Standard,TMY,PASSIVE
33439,0.45,Medium,Standard,TMY,PASSIVE
33440,1.3,Medium,Standard,TMY,PASSIVE
33441,2.03,Medium,Standard,TMY,PASSIVE
33442,1.52,Medium,Standard,TMY,PASSIVE
33443,0.96,Medium,Standard,TMY,PASSIVE
33444,1.29,Medium,Standard,TMY,PASSIVE
33445,1.55,Medium,Standard,TMY,PASSIVE
33446,0.91,Medium,Standard,TMY,PASSIVE
33447,0.56,Medium,Standard,TMY,PASSIVE
33448,0.21,Medium,Standard,TMY,PASSIVE
33449,-0.27,Medium,Standard,TMY,PASSIVE
33450,-0.44,Medium,Standard,TMY,PASSIVE
33451,-0.44,Medium,Standard,TMY,PASSIVE
33452,-0.43,Medium,Standard,TMY,PASSIVE
33453,-0.41,Medium,Standard,TMY,PASSIVE
33454,-0.42,Medium,Standard,TMY,PASSIVE
33455,-0.42,Medium,Standard,TMY,PASSIVE
33456,-0.41,Medium,Standard,TMY,PASSIVE
33457,-0.4,Medium,Standard,TMY,PASSIVE
33458,-0.41,Medium,Standard,TMY,PASSIVE
33459,-0.41,Medium,Standard,TMY,PASSIVE
33460,-0.42,Medium,Standard,TMY,PASSIVE
33461,-0.35,Medium,Standard,TMY,PASSIVE
33462,1.51,Medium,Standard,TMY,PASSIVE
33463,0.85,Medium,Standard,TMY,PASSIVE
33464,2.54,Medium,Standard,TMY,PASSIVE
33465,3.27,Medium,Standard,TMY,PASSIVE
33466,3.47,Medium,Standard,TMY,PASSIVE
33467,3.76,Medium,Standard,TMY,PASSIVE
33468,3.77,Medium,Standard,TMY,PASSIVE
33469,2.84,Medium,Standard,TMY,PASSIVE
33470,2.22,Medium,Standard,TMY,PASSIVE
33471,1.25,Medium,Standard,TMY,PASSIVE
33472,0.7,Medium,Standard,TMY,PASSIVE
33473,0.21,Medium,Standard,TMY,PASSIVE
33474,-0.21,Medium,Standard,TMY,PASSIVE
33475,-0.27,Medium,Standard,TMY,PASSIVE
33476,-0.29,Medium,Standard,TMY,PASSIVE
33477,-0.32,Medium,Standard,TMY,PASSIVE
33478,-0.35,Medium,Standard,TMY,PASSIVE
33479,-0.37,Medium,Standard,TMY,PASSIVE
33480,-0.43,Medium,Standard,TMY,PASSIVE
33481,-0.49,Medium,Standard,TMY,PASSIVE
33482,-0.5,Medium,Standard,TMY,PASSIVE
33483,-0.55,Medium,Standard,TMY,PASSIVE
33484,-0.6,Medium,Standard,TMY,PASSIVE
33485,0.93,Medium,Standard,TMY,PASSIVE
33486,12.53,Medium,Standard,TMY,PASSIVE
33487,10.53,Medium,Standard,TMY,PASSIVE
33488,8.42,Medium,Standard,TMY,PASSIVE
33489,7.34,Medium,Standard,TMY,PASSIVE
33490,1.88,Medium,Standard,TMY,PASSIVE
33491,2.11,Medium,Standard,TMY,PASSIVE
33492,2.46,Medium,Standard,TMY,PASSIVE
33493,1.42,Medium,Standard,TMY,PASSIVE
33494,0.88,Medium,Standard,TMY,PASSIVE
33495,0.34,Medium,Standard,TMY,PASSIVE
33496,0.22,Medium,Standard,TMY,PASSIVE
33497,-0.32,Medium,Standard,TMY,PASSIVE
33498,-0.58,Medium,Standard,TMY,PASSIVE
33499,-0.59,Medium,Standard,TMY,PASSIVE
33500,-0.57,Medium,Standard,TMY,PASSIVE
33501,-0.58,Medium,Standard,TMY,PASSIVE
33502,-0.61,Medium,Standard,TMY,PASSIVE
33503,-0.66,Medium,Standard,TMY,PASSIVE
33504,-0.67,Medium,Standard,TMY,PASSIVE
33505,-0.69,Medium,Standard,TMY,PASSIVE
33506,-0.71,Medium,Standard,TMY,PASSIVE
33507,-0.72,Medium,Standard,TMY,PASSIVE
33508,-0.72,Medium,Standard,TMY,PASSIVE
33509,0.8,Medium,Standard,TMY,PASSIVE
33510,12.75,Medium,Standard,TMY,PASSIVE
33511,10.69,Medium,Standard,TMY,PASSIVE
33512,8.04,Medium,Standard,TMY,PASSIVE
33513,5.48,Medium,Standard,TMY,PASSIVE
33514,2.53,Medium,Standard,TMY,PASSIVE
33515,2.65,Medium,Standard,TMY,PASSIVE
33516,3.11,Medium,Standard,TMY,PASSIVE
33517,1.73,Medium,Standard,TMY,PASSIVE
33518,0.96,Medium,Standard,TMY,PASSIVE
33519,0.42,Medium,Standard,TMY,PASSIVE
33520,0.22,Medium,Standard,TMY,PASSIVE
33521,-0.31,Medium,Standard,TMY,PASSIVE
33522,-0.64,Medium,Standard,TMY,PASSIVE
33523,-0.64,Medium,Standard,TMY,PASSIVE
33524,-0.63,Medium,Standard,TMY,PASSIVE
33525,-0.6,Medium,Standard,TMY,PASSIVE
33526,-0.59,Medium,Standard,TMY,PASSIVE
33527,-0.59,Medium,Standard,TMY,PASSIVE
33528,-0.63,Medium,Standard,TMY,PASSIVE
33529,-0.67,Medium,Standard,TMY,PASSIVE
33530,-0.69,Medium,Standard,TMY,PASSIVE
33531,-0.69,Medium,Standard,TMY,PASSIVE
33532,-0.69,Medium,Standard,TMY,PASSIVE
33533,-0.59,Medium,Standard,TMY,PASSIVE
33534,6.74,Medium,Standard,TMY,PASSIVE
33535,5.85,Medium,Standard,TMY,PASSIVE
33536,6.64,Medium,Standard,TMY,PASSIVE
33537,4.35,Medium,Standard,TMY,PASSIVE
33538,3.19,Medium,Standard,TMY,PASSIVE
33539,2.89,Medium,Standard,TMY,PASSIVE
33540,3.27,Medium,Standard,TMY,PASSIVE
33541,2.42,Medium,Standard,TMY,PASSIVE
33542,1.65,Medium,Standard,TMY,PASSIVE
33543,0.88,Medium,Standard,TMY,PASSIVE
33544,0.32,Medium,Standard,TMY,PASSIVE
33545,0.28,Medium,Standard,TMY,PASSIVE
33546,-0.35,Medium,Standard,TMY,PASSIVE
33547,-0.43,Medium,Standard,TMY,PASSIVE
33548,-0.31,Medium,Standard,TMY,PASSIVE
33549,-0.36,Medium,Standard,TMY,PASSIVE
33550,-0.55,Medium,Standard,TMY,PASSIVE
33551,-0.5,Medium,Standard,TMY,PASSIVE
33552,-0.47,Medium,Standard,TMY,PASSIVE
33553,-0.48,Medium,Standard,TMY,PASSIVE
33554,-0.48,Medium,Standard,TMY,PASSIVE
33555,-0.47,Medium,Standard,TMY,PASSIVE
33556,-0.48,Medium,Standard,TMY,PASSIVE
33557,1.1,Medium,Standard,TMY,PASSIVE
33558,12.13,Medium,Standard,TMY,PASSIVE
33559,10.46,Medium,Standard,TMY,PASSIVE
33560,8.63,Medium,Standard,TMY,PASSIVE
33561,7.57,Medium,Standard,TMY,PASSIVE
33562,1.96,Medium,Standard,TMY,PASSIVE
33563,2.12,Medium,Standard,TMY,PASSIVE
33564,2.54,Medium,Standard,TMY,PASSIVE
33565,1.64,Medium,Standard,TMY,PASSIVE
33566,1.11,Medium,Standard,TMY,PASSIVE
33567,0.61,Medium,Standard,TMY,PASSIVE
33568,0.33,Medium,Standard,TMY,PASSIVE
33569,0.14,Medium,Standard,TMY,PASSIVE
33570,-0.32,Medium,Standard,TMY,PASSIVE
33571,-0.36,Medium,Standard,TMY,PASSIVE
33572,-0.38,Medium,Standard,TMY,PASSIVE
33573,-0.38,Medium,Standard,TMY,PASSIVE
33574,-0.39,Medium,Standard,TMY,PASSIVE
33575,-0.39,Medium,Standard,TMY,PASSIVE
33576,-0.41,Medium,Standard,TMY,PASSIVE
33577,-0.45,Medium,Standard,TMY,PASSIVE
33578,-0.45,Medium,Standard,TMY,PASSIVE
33579,-0.43,Medium,Standard,TMY,PASSIVE
33580,-0.4,Medium,Standard,TMY,PASSIVE
33581,0.64,Medium,Standard,TMY,PASSIVE
33582,9.01,Medium,Standard,TMY,PASSIVE
33583,9.6,Medium,Standard,TMY,PASSIVE
33584,8.07,Medium,Standard,TMY,PASSIVE
33585,7.45,Medium,Standard,TMY,PASSIVE
33586,2.06,Medium,Standard,TMY,PASSIVE
33587,2.17,Medium,Standard,TMY,PASSIVE
33588,2.51,Medium,Standard,TMY,PASSIVE
33589,1.6,Medium,Standard,TMY,PASSIVE
33590,1.05,Medium,Standard,TMY,PASSIVE
33591,0.56,Medium,Standard,TMY,PASSIVE
33592,0.2,Medium,Standard,TMY,PASSIVE
33593,0.17,Medium,Standard,TMY,PASSIVE
33594,-0.37,Medium,Standard,TMY,PASSIVE
33595,-0.36,Medium,Standard,TMY,PASSIVE
33596,-0.36,Medium,Standard,TMY,PASSIVE
33597,-0.4,Medium,Standard,TMY,PASSIVE
33598,-0.4,Medium,Standard,TMY,PASSIVE
33599,-0.43,Medium,Standard,TMY,PASSIVE
33600,-0.44,Medium,Standard,TMY,PASSIVE
33601,-0.46,Medium,Standard,TMY,PASSIVE
33602,-0.46,Medium,Standard,TMY,PASSIVE
33603,-0.47,Medium,Standard,TMY,PASSIVE
33604,-0.44,Medium,Standard,TMY,PASSIVE
33605,-0.33,Medium,Standard,TMY,PASSIVE
33606,4.69,Medium,Standard,TMY,PASSIVE
33607,6.86,Medium,Standard,TMY,PASSIVE
33608,6.45,Medium,Standard,TMY,PASSIVE
33609,6.61,Medium,Standard,TMY,PASSIVE
33610,2.94,Medium,Standard,TMY,PASSIVE
33611,3.27,Medium,Standard,TMY,PASSIVE
33612,3.16,Medium,Standard,TMY,PASSIVE
33613,2.35,Medium,Standard,TMY,PASSIVE
33614,0.96,Medium,Standard,TMY,PASSIVE
33615,0.43,Medium,Standard,TMY,PASSIVE
33616,0.18,Medium,Standard,TMY,PASSIVE
33617,-0.15,Medium,Standard,TMY,PASSIVE
33618,-0.35,Medium,Standard,TMY,PASSIVE
33619,-0.36,Medium,Standard,TMY,PASSIVE
33620,-0.36,Medium,Standard,TMY,PASSIVE
33621,-0.37,Medium,Standard,TMY,PASSIVE
33622,-0.38,Medium,Standard,TMY,PASSIVE
33623,-0.4,Medium,Standard,TMY,PASSIVE
33624,-0.41,Medium,Standard,TMY,PASSIVE
33625,-0.42,Medium,Standard,TMY,PASSIVE
33626,-0.43,Medium,Standard,TMY,PASSIVE
33627,-0.41,Medium,Standard,TMY,PASSIVE
33628,-0.39,Medium,Standard,TMY,PASSIVE
33629,-0.33,Medium,Standard,TMY,PASSIVE
33630,0.65,Medium,Standard,TMY,PASSIVE
33631,1.07,Medium,Standard,TMY,PASSIVE
33632,0.77,Medium,Standard,TMY,PASSIVE
33633,0.42,Medium,Standard,TMY,PASSIVE
33634,0.7,Medium,Standard,TMY,PASSIVE
33635,1.55,Medium,Standard,TMY,PASSIVE
33636,1.46,Medium,Standard,TMY,PASSIVE
33637,1.18,Medium,Standard,TMY,PASSIVE
33638,0.71,Medium,Standard,TMY,PASSIVE
33639,0.46,Medium,Standard,TMY,PASSIVE
33640,0.16,Medium,Standard,TMY,PASSIVE
33641,-0.26,Medium,Standard,TMY,PASSIVE
33642,-0.39,Medium,Standard,TMY,PASSIVE
33643,-0.38,Medium,Standard,TMY,PASSIVE
33644,-0.39,Medium,Standard,TMY,PASSIVE
33645,-0.39,Medium,Standard,TMY,PASSIVE
33646,-0.38,Medium,Standard,TMY,PASSIVE
33647,-0.37,Medium,Standard,TMY,PASSIVE
33648,-0.37,Medium,Standard,TMY,PASSIVE
33649,-0.37,Medium,Standard,TMY,PASSIVE
33650,-0.37,Medium,Standard,TMY,PASSIVE
33651,-0.37,Medium,Standard,TMY,PASSIVE
33652,-0.35,Medium,Standard,TMY,PASSIVE
33653,-0.31,Medium,Standard,TMY,PASSIVE
33654,0.16,Medium,Standard,TMY,PASSIVE
33655,0.2,Medium,Standard,TMY,PASSIVE
33656,0.33,Medium,Standard,TMY,PASSIVE
33657,0.51,Medium,Standard,TMY,PASSIVE
33658,0.88,Medium,Standard,TMY,PASSIVE
33659,1.03,Medium,Standard,TMY,PASSIVE
33660,0.8,Medium,Standard,TMY,PASSIVE
33661,0.65,Medium,Standard,TMY,PASSIVE
33662,0.47,Medium,Standard,TMY,PASSIVE
33663,0.29,Medium,Standard,TMY,PASSIVE
33664,0.13,Medium,Standard,TMY,PASSIVE
33665,-0.21,Medium,Standard,TMY,PASSIVE
33666,-0.37,Medium,Standard,TMY,PASSIVE
33667,-0.38,Medium,Standard,TMY,PASSIVE
33668,-0.38,Medium,Standard,TMY,PASSIVE
33669,-0.4,Medium,Standard,TMY,PASSIVE
33670,-0.42,Medium,Standard,TMY,PASSIVE
33671,-0.43,Medium,Standard,TMY,PASSIVE
33672,-0.43,Medium,Standard,TMY,PASSIVE
33673,-0.41,Medium,Standard,TMY,PASSIVE
33674,-0.4,Medium,Standard,TMY,PASSIVE
33675,-0.4,Medium,Standard,TMY,PASSIVE
33676,-0.38,Medium,Standard,TMY,PASSIVE
33677,-0.34,Medium,Standard,TMY,PASSIVE
33678,0.36,Medium,Standard,TMY,PASSIVE
33679,1.04,Medium,Standard,TMY,PASSIVE
33680,1.18,Medium,Standard,TMY,PASSIVE
33681,1.29,Medium,Standard,TMY,PASSIVE
33682,1.53,Medium,Standard,TMY,PASSIVE
33683,1.6,Medium,Standard,TMY,PASSIVE
33684,1.63,Medium,Standard,TMY,PASSIVE
33685,1.77,Medium,Standard,TMY,PASSIVE
33686,1.02,Medium,Standard,TMY,PASSIVE
33687,0.51,Medium,Standard,TMY,PASSIVE
33688,0.19,Medium,Standard,TMY,PASSIVE
33689,-0.2,Medium,Standard,TMY,PASSIVE
33690,-0.42,Medium,Standard,TMY,PASSIVE
33691,-0.4,Medium,Standard,TMY,PASSIVE
33692,-0.41,Medium,Standard,TMY,PASSIVE
33693,-0.38,Medium,Standard,TMY,PASSIVE
33694,-0.35,Medium,Standard,TMY,PASSIVE
33695,-0.35,Medium,Standard,TMY,PASSIVE
33696,-0.35,Medium,Standard,TMY,PASSIVE
33697,-0.33,Medium,Standard,TMY,PASSIVE
33698,-0.31,Medium,Standard,TMY,PASSIVE
33699,-0.3,Medium,Standard,TMY,PASSIVE
33700,-0.3,Medium,Standard,TMY,PASSIVE
33701,-0.25,Medium,Standard,TMY,PASSIVE
33702,1.45,Medium,Standard,TMY,PASSIVE
33703,1.36,Medium,Standard,TMY,PASSIVE
33704,1.65,Medium,Standard,TMY,PASSIVE
33705,1.66,Medium,Standard,TMY,PASSIVE
33706,1.59,Medium,Standard,TMY,PASSIVE
33707,1.29,Medium,Standard,TMY,PASSIVE
33708,1.17,Medium,Standard,TMY,PASSIVE
33709,2.55,Medium,Standard,TMY,PASSIVE
33710,1.98,Medium,Standard,TMY,PASSIVE
33711,1.35,Medium,Standard,TMY,PASSIVE
33712,0.61,Medium,Standard,TMY,PASSIVE
33713,0.14,Medium,Standard,TMY,PASSIVE
33714,-0.42,Medium,Standard,TMY,PASSIVE
33715,-0.45,Medium,Standard,TMY,PASSIVE
33716,-0.45,Medium,Standard,TMY,PASSIVE
33717,-0.47,Medium,Standard,TMY,PASSIVE
33718,-0.47,Medium,Standard,TMY,PASSIVE
33719,-0.49,Medium,Standard,TMY,PASSIVE
33720,-0.51,Medium,Standard,TMY,PASSIVE
33721,-0.51,Medium,Standard,TMY,PASSIVE
33722,-0.53,Medium,Standard,TMY,PASSIVE
33723,-0.54,Medium,Standard,TMY,PASSIVE
33724,-0.52,Medium,Standard,TMY,PASSIVE
33725,-0.42,Medium,Standard,TMY,PASSIVE
33726,2.97,Medium,Standard,TMY,PASSIVE
33727,5.6,Medium,Standard,TMY,PASSIVE
33728,3.92,Medium,Standard,TMY,PASSIVE
33729,2.48,Medium,Standard,TMY,PASSIVE
33730,1.72,Medium,Standard,TMY,PASSIVE
33731,3.55,Medium,Standard,TMY,PASSIVE
33732,3.34,Medium,Standard,TMY,PASSIVE
33733,2.68,Medium,Standard,TMY,PASSIVE
33734,1.47,Medium,Standard,TMY,PASSIVE
33735,1.14,Medium,Standard,TMY,PASSIVE
33736,0.37,Medium,Standard,TMY,PASSIVE
33737,-0.4,Medium,Standard,TMY,PASSIVE
33738,-0.76,Medium,Standard,TMY,PASSIVE
33739,-0.86,Medium,Standard,TMY,PASSIVE
33740,-0.86,Medium,Standard,TMY,PASSIVE
33741,-0.77,Medium,Standard,TMY,PASSIVE
33742,-0.74,Medium,Standard,TMY,PASSIVE
33743,-0.72,Medium,Standard,TMY,PASSIVE
33744,-0.71,Medium,Standard,TMY,PASSIVE
33745,-0.69,Medium,Standard,TMY,PASSIVE
33746,-0.68,Medium,Standard,TMY,PASSIVE
33747,-0.66,Medium,Standard,TMY,PASSIVE
33748,-0.65,Medium,Standard,TMY,PASSIVE
33749,-0.58,Medium,Standard,TMY,PASSIVE
33750,0.64,Medium,Standard,TMY,PASSIVE
33751,0.4,Medium,Standard,TMY,PASSIVE
33752,0.72,Medium,Standard,TMY,PASSIVE
33753,0.97,Medium,Standard,TMY,PASSIVE
33754,1.09,Medium,Standard,TMY,PASSIVE
33755,2.08,Medium,Standard,TMY,PASSIVE
33756,1.97,Medium,Standard,TMY,PASSIVE
33757,2.37,Medium,Standard,TMY,PASSIVE
33758,2.2,Medium,Standard,TMY,PASSIVE
33759,1.17,Medium,Standard,TMY,PASSIVE
33760,0.76,Medium,Standard,TMY,PASSIVE
33761,0.44,Medium,Standard,TMY,PASSIVE
33762,-0.36,Medium,Standard,TMY,PASSIVE
33763,0.36,Medium,Standard,TMY,PASSIVE
33764,0.34,Medium,Standard,TMY,PASSIVE
33765,0.33,Medium,Standard,TMY,PASSIVE
33766,0.32,Medium,Standard,TMY,PASSIVE
33767,-0.33,Medium,Standard,TMY,PASSIVE
33768,-0.37,Medium,Standard,TMY,PASSIVE
33769,-0.36,Medium,Standard,TMY,PASSIVE
33770,-0.38,Medium,Standard,TMY,PASSIVE
33771,-0.38,Medium,Standard,TMY,PASSIVE
33772,-0.33,Medium,Standard,TMY,PASSIVE
33773,0.26,Medium,Standard,TMY,PASSIVE
33774,0.48,Medium,Standard,TMY,PASSIVE
33775,0.77,Medium,Standard,TMY,PASSIVE
33776,1.88,Medium,Standard,TMY,PASSIVE
33777,1.22,Medium,Standard,TMY,PASSIVE
33778,1.23,Medium,Standard,TMY,PASSIVE
33779,1.16,Medium,Standard,TMY,PASSIVE
33780,1.67,Medium,Standard,TMY,PASSIVE
33781,1.64,Medium,Standard,TMY,PASSIVE
33782,2.28,Medium,Standard,TMY,PASSIVE
33783,1.13,Medium,Standard,TMY,PASSIVE
33784,0.94,Medium,Standard,TMY,PASSIVE
