,spatial-minus-zoneMean-mrt,Size,Design,Weather,Operation
32733,-0.46,Medium,Standard,TMY,PASSIVE
32734,-0.58,Medium,Standard,TMY,PASSIVE
32735,-0.55,Medium,Standard,TMY,PASSIVE
32736,-0.57,Medium,Standard,TMY,PASSIVE
32737,-0.57,Medium,Standard,TMY,PASSIVE
32738,-0.57,Medium,Standard,TMY,PASSIVE
32739,-0.57,Medium,Standard,TMY,PASSIVE
32740,-0.58,Medium,Standard,TMY,PASSIVE
32741,-0.59,Medium,Standard,TMY,PASSIVE
32742,2.01,Medium,Standard,TMY,PASSIVE
32743,8.3,Medium,Standard,TMY,PASSIVE
32744,7.09,Medium,Standard,TMY,PASSIVE
32745,5.01,Medium,Standard,TMY,PASSIVE
32746,4.7,Medium,Standard,TMY,PASSIVE
32747,6.61,Medium,Standard,TMY,PASSIVE
32748,7.24,Medium,Standard,TMY,PASSIVE
32749,6.52,Medium,Standard,TMY,PASSIVE
32750,5.48,Medium,Standard,TMY,PASSIVE
32751,3.28,Medium,Standard,TMY,PASSIVE
32752,1.04,Medium,Standard,TMY,PASSIVE
32753,-0.43,Medium,Standard,TMY,PASSIVE
32754,-0.51,Medium,Standard,TMY,PASSIVE
32755,-0.59,Medium,Standard,TMY,PASSIVE
32756,-0.5,Medium,Standard,TMY,PASSIVE
32757,-0.62,Medium,Standard,TMY,PASSIVE
32758,-0.65,Medium,Standard,TMY,PASSIVE
32759,-0.67,Medium,Standard,TMY,PASSIVE
32760,-0.68,Medium,Standard,TMY,PASSIVE
32761,-0.67,Medium,Standard,TMY,PASSIVE
32762,-0.68,Medium,Standard,TMY,PASSIVE
32763,-0.7,Medium,Standard,TMY,PASSIVE
32764,-0.68,Medium,Standard,TMY,PASSIVE
32765,-0.64,Medium,Standard,TMY,PASSIVE
32766,2.21,Medium,Standard,TMY,PASSIVE
32767,8.96,Medium,Standard,TMY,PASSIVE
32768,8.55,Medium,Standard,TMY,PASSIVE
32769,7.71,Medium,Standard,TMY,PASSIVE
32770,7.11,Medium,Standard,TMY,PASSIVE
32771,7.23,Medium,Standard,TMY,PASSIVE
32772,6.87,Medium,Standard,TMY,PASSIVE
32773,6.21,Medium,Standard,TMY,PASSIVE
32774,5.19,Medium,Standard,TMY,PASSIVE
32775,3.03,Medium,Standard,TMY,PASSIVE
32776,1.34,Medium,Standard,TMY,PASSIVE
32777,0.29,Medium,Standard,TMY,PASSIVE
32778,-0.39,Medium,Standard,TMY,PASSIVE
32779,-0.39,Medium,Standard,TMY,PASSIVE
32780,-0.31,Medium,Standard,TMY,PASSIVE
32781,-0.37,Medium,Standard,TMY,PASSIVE
32782,-0.43,Medium,Standard,TMY,PASSIVE
32783,-0.42,Medium,Standard,TMY,PASSIVE
32784,-0.42,Medium,Standard,TMY,PASSIVE
32785,-0.42,Medium,Standard,TMY,PASSIVE
32786,-0.42,Medium,Standard,TMY,PASSIVE
32787,-0.39,Medium,Standard,TMY,PASSIVE
32788,-0.37,Medium,Standard,TMY,PASSIVE
32789,-0.31,Medium,Standard,TMY,PASSIVE
32790,2.55,Medium,Standard,TMY,PASSIVE
32791,9.17,Medium,Standard,TMY,PASSIVE
32792,8.85,Medium,Standard,TMY,PASSIVE
32793,8.0,Medium,Standard,TMY,PASSIVE
32794,7.37,Medium,Standard,TMY,PASSIVE
32795,7.51,Medium,Standard,TMY,PASSIVE
32796,7.21,Medium,Standard,TMY,PASSIVE
32797,6.49,Medium,Standard,TMY,PASSIVE
32798,5.35,Medium,Standard,TMY,PASSIVE
32799,3.1,Medium,Standard,TMY,PASSIVE
32800,1.0,Medium,Standard,TMY,PASSIVE
32801,0.32,Medium,Standard,TMY,PASSIVE
32802,-0.39,Medium,Standard,TMY,PASSIVE
32803,-0.52,Medium,Standard,TMY,PASSIVE
32804,-0.57,Medium,Standard,TMY,PASSIVE
32805,-0.54,Medium,Standard,TMY,PASSIVE
32806,-0.51,Medium,Standard,TMY,PASSIVE
32807,-0.55,Medium,Standard,TMY,PASSIVE
32808,-0.57,Medium,Standard,TMY,PASSIVE
32809,-0.58,Medium,Standard,TMY,PASSIVE
32810,-0.58,Medium,Standard,TMY,PASSIVE
32811,-0.57,Medium,Standard,TMY,PASSIVE
32812,-0.58,Medium,Standard,TMY,PASSIVE
32813,-0.56,Medium,Standard,TMY,PASSIVE
32814,1.71,Medium,Standard,TMY,PASSIVE
32815,7.56,Medium,Standard,TMY,PASSIVE
32816,8.31,Medium,Standard,TMY,PASSIVE
32817,7.3,Medium,Standard,TMY,PASSIVE
32818,3.07,Medium,Standard,TMY,PASSIVE
32819,1.28,Medium,Standard,TMY,PASSIVE
32820,4.45,Medium,Standard,TMY,PASSIVE
32821,3.14,Medium,Standard,TMY,PASSIVE
32822,3.43,Medium,Standard,TMY,PASSIVE
32823,2.16,Medium,Standard,TMY,PASSIVE
32824,0.71,Medium,Standard,TMY,PASSIVE
32825,0.21,Medium,Standard,TMY,PASSIVE
32826,-0.24,Medium,Standard,TMY,PASSIVE
32827,-0.29,Medium,Standard,TMY,PASSIVE
32828,-0.38,Medium,Standard,TMY,PASSIVE
32829,-0.43,Medium,Standard,TMY,PASSIVE
32830,-0.53,Medium,Standard,TMY,PASSIVE
32831,-0.59,Medium,Standard,TMY,PASSIVE
32832,-0.77,Medium,Standard,TMY,PASSIVE
32833,-0.91,Medium,Standard,TMY,PASSIVE
32834,-0.92,Medium,Standard,TMY,PASSIVE
32835,-0.93,Medium,Standard,TMY,PASSIVE
32836,-0.93,Medium,Standard,TMY,PASSIVE
32837,-0.87,Medium,Standard,TMY,PASSIVE
32838,1.63,Medium,Standard,TMY,PASSIVE
32839,11.29,Medium,Standard,TMY,PASSIVE
32840,9.38,Medium,Standard,TMY,PASSIVE
32841,8.02,Medium,Standard,TMY,PASSIVE
32842,7.04,Medium,Standard,TMY,PASSIVE
32843,6.93,Medium,Standard,TMY,PASSIVE
32844,6.6,Medium,Standard,TMY,PASSIVE
32845,6.05,Medium,Standard,TMY,PASSIVE
32846,5.05,Medium,Standard,TMY,PASSIVE
32847,2.8,Medium,Standard,TMY,PASSIVE
32848,-0.44,Medium,Standard,TMY,PASSIVE
32849,-0.67,Medium,Standard,TMY,PASSIVE
32850,-0.77,Medium,Standard,TMY,PASSIVE
32851,-0.75,Medium,Standard,TMY,PASSIVE
32852,-0.75,Medium,Standard,TMY,PASSIVE
32853,-0.75,Medium,Standard,TMY,PASSIVE
32854,-0.77,Medium,Standard,TMY,PASSIVE
32855,-0.77,Medium,Standard,TMY,PASSIVE
32856,-0.76,Medium,Standard,TMY,PASSIVE
32857,-0.8,Medium,Standard,TMY,PASSIVE
32858,-0.81,Medium,Standard,TMY,PASSIVE
32859,-0.83,Medium,Standard,TMY,PASSIVE
32860,-0.84,Medium,Standard,TMY,PASSIVE
32861,-0.81,Medium,Standard,TMY,PASSIVE
32862,3.04,Medium,Standard,TMY,PASSIVE
32863,10.25,Medium,Standard,TMY,PASSIVE
32864,7.88,Medium,Standard,TMY,PASSIVE
32865,7.49,Medium,Standard,TMY,PASSIVE
32866,7.09,Medium,Standard,TMY,PASSIVE
32867,7.24,Medium,Standard,TMY,PASSIVE
32868,6.97,Medium,Standard,TMY,PASSIVE
32869,6.38,Medium,Standard,TMY,PASSIVE
32870,5.16,Medium,Standard,TMY,PASSIVE
32871,2.49,Medium,Standard,TMY,PASSIVE
32872,0.32,Medium,Standard,TMY,PASSIVE
32873,-0.44,Medium,Standard,TMY,PASSIVE
32874,-0.51,Medium,Standard,TMY,PASSIVE
32875,-0.5,Medium,Standard,TMY,PASSIVE
32876,-0.5,Medium,Standard,TMY,PASSIVE
32877,-0.47,Medium,Standard,TMY,PASSIVE
32878,-0.48,Medium,Standard,TMY,PASSIVE
32879,-0.49,Medium,Standard,TMY,PASSIVE
32880,-0.5,Medium,Standard,TMY,PASSIVE
32881,-0.5,Medium,Standard,TMY,PASSIVE
32882,-0.51,Medium,Standard,TMY,PASSIVE
32883,-0.49,Medium,Standard,TMY,PASSIVE
32884,-0.49,Medium,Standard,TMY,PASSIVE
32885,-0.49,Medium,Standard,TMY,PASSIVE
32886,0.38,Medium,Standard,TMY,PASSIVE
32887,2.41,Medium,Standard,TMY,PASSIVE
32888,2.89,Medium,Standard,TMY,PASSIVE
32889,2.71,Medium,Standard,TMY,PASSIVE
32890,2.76,Medium,Standard,TMY,PASSIVE
32891,3.96,Medium,Standard,TMY,PASSIVE
32892,4.28,Medium,Standard,TMY,PASSIVE
32893,5.1,Medium,Standard,TMY,PASSIVE
32894,5.01,Medium,Standard,TMY,PASSIVE
32895,2.93,Medium,Standard,TMY,PASSIVE
32896,0.44,Medium,Standard,TMY,PASSIVE
32897,-0.35,Medium,Standard,TMY,PASSIVE
32898,-0.47,Medium,Standard,TMY,PASSIVE
32899,-0.48,Medium,Standard,TMY,PASSIVE
32900,-0.48,Medium,Standard,TMY,PASSIVE
32901,-0.49,Medium,Standard,TMY,PASSIVE
32902,-0.49,Medium,Standard,TMY,PASSIVE
32903,-0.51,Medium,Standard,TMY,PASSIVE
32904,-0.53,Medium,Standard,TMY,PASSIVE
32905,-0.57,Medium,Standard,TMY,PASSIVE
32906,-0.58,Medium,Standard,TMY,PASSIVE
32907,-0.59,Medium,Standard,TMY,PASSIVE
32908,-0.58,Medium,Standard,TMY,PASSIVE
32909,-0.54,Medium,Standard,TMY,PASSIVE
32910,4.06,Medium,Standard,TMY,PASSIVE
32911,10.55,Medium,Standard,TMY,PASSIVE
32912,8.84,Medium,Standard,TMY,PASSIVE
32913,5.32,Medium,Standard,TMY,PASSIVE
32914,4.37,Medium,Standard,TMY,PASSIVE
32915,4.09,Medium,Standard,TMY,PASSIVE
32916,4.47,Medium,Standard,TMY,PASSIVE
32917,5.59,Medium,Standard,TMY,PASSIVE
32918,5.2,Medium,Standard,TMY,PASSIVE
32919,3.01,Medium,Standard,TMY,PASSIVE
32920,0.39,Medium,Standard,TMY,PASSIVE
32921,-0.31,Medium,Standard,TMY,PASSIVE
32922,-0.41,Medium,Standard,TMY,PASSIVE
32923,-0.42,Medium,Standard,TMY,PASSIVE
32924,-0.43,Medium,Standard,TMY,PASSIVE
32925,-0.44,Medium,Standard,TMY,PASSIVE
32926,-0.45,Medium,Standard,TMY,PASSIVE
32927,-0.5,Medium,Standard,TMY,PASSIVE
32928,-0.52,Medium,Standard,TMY,PASSIVE
32929,-0.51,Medium,Standard,TMY,PASSIVE
32930,-0.5,Medium,Standard,TMY,PASSIVE
32931,-0.49,Medium,Standard,TMY,PASSIVE
32932,-0.5,Medium,Standard,TMY,PASSIVE
32933,-0.46,Medium,Standard,TMY,PASSIVE
32934,6.52,Medium,Standard,TMY,PASSIVE
32935,11.65,Medium,Standard,TMY,PASSIVE
32936,9.53,Medium,Standard,TMY,PASSIVE
32937,8.23,Medium,Standard,TMY,PASSIVE
32938,7.17,Medium,Standard,TMY,PASSIVE
32939,6.97,Medium,Standard,TMY,PASSIVE
32940,6.71,Medium,Standard,TMY,PASSIVE
32941,6.27,Medium,Standard,TMY,PASSIVE
32942,5.2,Medium,Standard,TMY,PASSIVE
32943,2.93,Medium,Standard,TMY,PASSIVE
32944,0.41,Medium,Standard,TMY,PASSIVE
32945,-0.22,Medium,Standard,TMY,PASSIVE
32946,-0.34,Medium,Standard,TMY,PASSIVE
32947,-0.38,Medium,Standard,TMY,PASSIVE
32948,-0.45,Medium,Standard,TMY,PASSIVE
32949,-0.49,Medium,Standard,TMY,PASSIVE
32950,-0.49,Medium,Standard,TMY,PASSIVE
32951,-0.51,Medium,Standard,TMY,PASSIVE
32952,-0.51,Medium,Standard,TMY,PASSIVE
32953,-0.52,Medium,Standard,TMY,PASSIVE
32954,-0.51,Medium,Standard,TMY,PASSIVE
32955,-0.49,Medium,Standard,TMY,PASSIVE
32956,-0.5,Medium,Standard,TMY,PASSIVE
32957,-0.49,Medium,Standard,TMY,PASSIVE
32958,1.47,Medium,Standard,TMY,PASSIVE
32959,2.75,Medium,Standard,TMY,PASSIVE
32960,3.48,Medium,Standard,TMY,PASSIVE
32961,3.02,Medium,Standard,TMY,PASSIVE
32962,3.84,Medium,Standard,TMY,PASSIVE
32963,2.3,Medium,Standard,TMY,PASSIVE
32964,1.65,Medium,Standard,TMY,PASSIVE
32965,2.35,Medium,Standard,TMY,PASSIVE
32966,2.05,Medium,Standard,TMY,PASSIVE
32967,1.53,Medium,Standard,TMY,PASSIVE
32968,0.4,Medium,Standard,TMY,PASSIVE
32969,-0.36,Medium,Standard,TMY,PASSIVE
32970,-0.44,Medium,Standard,TMY,PASSIVE
32971,-0.42,Medium,Standard,TMY,PASSIVE
32972,-0.42,Medium,Standard,TMY,PASSIVE
32973,-0.41,Medium,Standard,TMY,PASSIVE
32974,-0.42,Medium,Standard,TMY,PASSIVE
32975,-0.43,Medium,Standard,TMY,PASSIVE
32976,-0.43,Medium,Standard,TMY,PASSIVE
32977,-0.43,Medium,Standard,TMY,PASSIVE
32978,-0.43,Medium,Standard,TMY,PASSIVE
32979,-0.46,Medium,Standard,TMY,PASSIVE
32980,-0.47,Medium,Standard,TMY,PASSIVE
32981,-0.44,Medium,Standard,TMY,PASSIVE
32982,8.06,Medium,Standard,TMY,PASSIVE
32983,11.28,Medium,Standard,TMY,PASSIVE
32984,9.29,Medium,Standard,TMY,PASSIVE
32985,8.15,Medium,Standard,TMY,PASSIVE
32986,7.0,Medium,Standard,TMY,PASSIVE
32987,6.91,Medium,Standard,TMY,PASSIVE
32988,6.75,Medium,Standard,TMY,PASSIVE
32989,6.3,Medium,Standard,TMY,PASSIVE
32990,5.09,Medium,Standard,TMY,PASSIVE
32991,1.03,Medium,Standard,TMY,PASSIVE
32992,0.4,Medium,Standard,TMY,PASSIVE
32993,0.18,Medium,Standard,TMY,PASSIVE
32994,0.28,Medium,Standard,TMY,PASSIVE
32995,-0.26,Medium,Standard,TMY,PASSIVE
32996,-0.3,Medium,Standard,TMY,PASSIVE
32997,-0.33,Medium,Standard,TMY,PASSIVE
32998,-0.36,Medium,Standard,TMY,PASSIVE
32999,-0.38,Medium,Standard,TMY,PASSIVE
33000,-0.39,Medium,Standard,TMY,PASSIVE
33001,-0.4,Medium,Standard,TMY,PASSIVE
33002,-0.43,Medium,Standard,TMY,PASSIVE
33003,-0.44,Medium,Standard,TMY,PASSIVE
33004,-0.44,Medium,Standard,TMY,PASSIVE
33005,-0.43,Medium,Standard,TMY,PASSIVE
33006,7.37,Medium,Standard,TMY,PASSIVE
33007,10.71,Medium,Standard,TMY,PASSIVE
33008,9.01,Medium,Standard,TMY,PASSIVE
33009,8.03,Medium,Standard,TMY,PASSIVE
33010,7.0,Medium,Standard,TMY,PASSIVE
33011,7.06,Medium,Standard,TMY,PASSIVE
33012,6.53,Medium,Standard,TMY,PASSIVE
33013,4.89,Medium,Standard,TMY,PASSIVE
33014,2.02,Medium,Standard,TMY,PASSIVE
33015,0.5,Medium,Standard,TMY,PASSIVE
33016,0.32,Medium,Standard,TMY,PASSIVE
33017,-0.67,Medium,Standard,TMY,PASSIVE
33018,-0.72,Medium,Standard,TMY,PASSIVE
33019,-0.7,Medium,Standard,TMY,PASSIVE
33020,-0.7,Medium,Standard,TMY,PASSIVE
33021,-0.7,Medium,Standard,TMY,PASSIVE
33022,-0.69,Medium,Standard,TMY,PASSIVE
33023,-0.68,Medium,Standard,TMY,PASSIVE
33024,-0.68,Medium,Standard,TMY,PASSIVE
33025,-0.69,Medium,Standard,TMY,PASSIVE
33026,-0.7,Medium,Standard,TMY,PASSIVE
33027,-0.7,Medium,Standard,TMY,PASSIVE
33028,-0.69,Medium,Standard,TMY,PASSIVE
33029,-0.66,Medium,Standard,TMY,PASSIVE
33030,8.42,Medium,Standard,TMY,PASSIVE
33031,8.26,Medium,Standard,TMY,PASSIVE
33032,7.92,Medium,Standard,TMY,PASSIVE
33033,7.51,Medium,Standard,TMY,PASSIVE
33034,6.38,Medium,Standard,TMY,PASSIVE
33035,6.44,Medium,Standard,TMY,PASSIVE
33036,6.35,Medium,Standard,TMY,PASSIVE
33037,5.62,Medium,Standard,TMY,PASSIVE
33038,4.54,Medium,Standard,TMY,PASSIVE
33039,0.85,Medium,Standard,TMY,PASSIVE
33040,0.29,Medium,Standard,TMY,PASSIVE
33041,-0.41,Medium,Standard,TMY,PASSIVE
33042,-0.55,Medium,Standard,TMY,PASSIVE
33043,-0.56,Medium,Standard,TMY,PASSIVE
33044,-0.58,Medium,Standard,TMY,PASSIVE
33045,-0.59,Medium,Standard,TMY,PASSIVE
33046,-0.63,Medium,Standard,TMY,PASSIVE
33047,-0.67,Medium,Standard,TMY,PASSIVE
33048,-0.68,Medium,Standard,TMY,PASSIVE
33049,-0.69,Medium,Standard,TMY,PASSIVE
33050,-0.69,Medium,Standard,TMY,PASSIVE
33051,-0.68,Medium,Standard,TMY,PASSIVE
33052,-0.65,Medium,Standard,TMY,PASSIVE
33053,-0.6,Medium,Standard,TMY,PASSIVE
33054,0.48,Medium,Standard,TMY,PASSIVE
33055,4.52,Medium,Standard,TMY,PASSIVE
33056,4.24,Medium,Standard,TMY,PASSIVE
33057,2.39,Medium,Standard,TMY,PASSIVE
33058,1.65,Medium,Standard,TMY,PASSIVE
33059,2.57,Medium,Standard,TMY,PASSIVE
33060,3.21,Medium,Standard,TMY,PASSIVE
33061,4.66,Medium,Standard,TMY,PASSIVE
33062,4.6,Medium,Standard,TMY,PASSIVE
33063,1.25,Medium,Standard,TMY,PASSIVE
33064,0.43,Medium,Standard,TMY,PASSIVE
33065,-0.24,Medium,Standard,TMY,PASSIVE
33066,-0.4,Medium,Standard,TMY,PASSIVE
33067,-0.41,Medium,Standard,TMY,PASSIVE
33068,-0.43,Medium,Standard,TMY,PASSIVE
33069,-0.48,Medium,Standard,TMY,PASSIVE
33070,-0.52,Medium,Standard,TMY,PASSIVE
33071,-0.54,Medium,Standard,TMY,PASSIVE
33072,-0.56,Medium,Standard,TMY,PASSIVE
33073,-0.57,Medium,Standard,TMY,PASSIVE
33074,-0.56,Medium,Standard,TMY,PASSIVE
33075,-0.55,Medium,Standard,TMY,PASSIVE
33076,-0.56,Medium,Standard,TMY,PASSIVE
33077,-0.53,Medium,Standard,TMY,PASSIVE
33078,10.95,Medium,Standard,TMY,PASSIVE
33079,11.75,Medium,Standard,TMY,PASSIVE
33080,9.16,Medium,Standard,TMY,PASSIVE
33081,8.05,Medium,Standard,TMY,PASSIVE
33082,6.71,Medium,Standard,TMY,PASSIVE
33083,6.77,Medium,Standard,TMY,PASSIVE
33084,6.76,Medium,Standard,TMY,PASSIVE
33085,5.93,Medium,Standard,TMY,PASSIVE
33086,4.8,Medium,Standard,TMY,PASSIVE
33087,0.94,Medium,Standard,TMY,PASSIVE
33088,0.36,Medium,Standard,TMY,PASSIVE
33089,-0.22,Medium,Standard,TMY,PASSIVE
33090,-0.36,Medium,Standard,TMY,PASSIVE
33091,-0.35,Medium,Standard,TMY,PASSIVE
33092,-0.34,Medium,Standard,TMY,PASSIVE
33093,-0.36,Medium,Standard,TMY,PASSIVE
33094,-0.4,Medium,Standard,TMY,PASSIVE
33095,-0.42,Medium,Standard,TMY,PASSIVE
33096,-0.43,Medium,Standard,TMY,PASSIVE
33097,-0.43,Medium,Standard,TMY,PASSIVE
33098,-0.47,Medium,Standard,TMY,PASSIVE
33099,-0.52,Medium,Standard,TMY,PASSIVE
33100,-0.54,Medium,Standard,TMY,PASSIVE
33101,-0.52,Medium,Standard,TMY,PASSIVE
33102,11.38,Medium,Standard,TMY,PASSIVE
33103,11.68,Medium,Standard,TMY,PASSIVE
33104,9.12,Medium,Standard,TMY,PASSIVE
33105,8.06,Medium,Standard,TMY,PASSIVE
33106,6.82,Medium,Standard,TMY,PASSIVE
33107,6.84,Medium,Standard,TMY,PASSIVE
33108,6.7,Medium,Standard,TMY,PASSIVE
33109,5.79,Medium,Standard,TMY,PASSIVE
33110,1.89,Medium,Standard,TMY,PASSIVE
33111,0.82,Medium,Standard,TMY,PASSIVE
33112,0.47,Medium,Standard,TMY,PASSIVE
33113,-0.28,Medium,Standard,TMY,PASSIVE
33114,-0.36,Medium,Standard,TMY,PASSIVE
33115,-0.34,Medium,Standard,TMY,PASSIVE
33116,-0.32,Medium,Standard,TMY,PASSIVE
33117,-0.32,Medium,Standard,TMY,PASSIVE
33118,-0.34,Medium,Standard,TMY,PASSIVE
33119,-0.36,Medium,Standard,TMY,PASSIVE
33120,-0.36,Medium,Standard,TMY,PASSIVE
33121,-0.36,Medium,Standard,TMY,PASSIVE
33122,-0.37,Medium,Standard,TMY,PASSIVE
33123,-0.38,Medium,Standard,TMY,PASSIVE
33124,-0.38,Medium,Standard,TMY,PASSIVE
33125,-0.36,Medium,Standard,TMY,PASSIVE
33126,11.7,Medium,Standard,TMY,PASSIVE
33127,11.7,Medium,Standard,TMY,PASSIVE
33128,9.21,Medium,Standard,TMY,PASSIVE
33129,8.02,Medium,Standard,TMY,PASSIVE
33130,6.67,Medium,Standard,TMY,PASSIVE
33131,6.78,Medium,Standard,TMY,PASSIVE
33132,6.82,Medium,Standard,TMY,PASSIVE
33133,5.85,Medium,Standard,TMY,PASSIVE
33134,1.9,Medium,Standard,TMY,PASSIVE
33135,0.89,Medium,Standard,TMY,PASSIVE
33136,0.49,Medium,Standard,TMY,PASSIVE
33137,-0.44,Medium,Standard,TMY,PASSIVE
33138,-0.63,Medium,Standard,TMY,PASSIVE
33139,-0.56,Medium,Standard,TMY,PASSIVE
33140,-0.49,Medium,Standard,TMY,PASSIVE
33141,-0.45,Medium,Standard,TMY,PASSIVE
33142,-0.4,Medium,Standard,TMY,PASSIVE
33143,-0.41,Medium,Standard,TMY,PASSIVE
33144,-0.44,Medium,Standard,TMY,PASSIVE
33145,-0.46,Medium,Standard,TMY,PASSIVE
33146,-0.49,Medium,Standard,TMY,PASSIVE
33147,-0.51,Medium,Standard,TMY,PASSIVE
33148,-0.51,Medium,Standard,TMY,PASSIVE
33149,-0.48,Medium,Standard,TMY,PASSIVE
33150,10.05,Medium,Standard,TMY,PASSIVE
33151,10.83,Medium,Standard,TMY,PASSIVE
33152,8.63,Medium,Standard,TMY,PASSIVE
33153,7.65,Medium,Standard,TMY,PASSIVE
33154,6.4,Medium,Standard,TMY,PASSIVE
33155,6.56,Medium,Standard,TMY,PASSIVE
33156,6.58,Medium,Standard,TMY,PASSIVE
33157,5.53,Medium,Standard,TMY,PASSIVE
33158,1.77,Medium,Standard,TMY,PASSIVE
33159,1.12,Medium,Standard,TMY,PASSIVE
33160,0.38,Medium,Standard,TMY,PASSIVE
33161,-0.5,Medium,Standard,TMY,PASSIVE
33162,-0.67,Medium,Standard,TMY,PASSIVE
33163,-0.77,Medium,Standard,TMY,PASSIVE
33164,-0.91,Medium,Standard,TMY,PASSIVE
33165,-0.95,Medium,Standard,TMY,PASSIVE
33166,-0.93,Medium,Standard,TMY,PASSIVE
33167,-0.91,Medium,Standard,TMY,PASSIVE
33168,-0.89,Medium,Standard,TMY,PASSIVE
33169,-0.87,Medium,Standard,TMY,PASSIVE
33170,-0.85,Medium,Standard,TMY,PASSIVE
33171,-0.8,Medium,Standard,TMY,PASSIVE
33172,-0.78,Medium,Standard,TMY,PASSIVE
33173,-0.75,Medium,Standard,TMY,PASSIVE
33174,-0.41,Medium,Standard,TMY,PASSIVE
33175,0.66,Medium,Standard,TMY,PASSIVE
33176,1.58,Medium,Standard,TMY,PASSIVE
33177,1.08,Medium,Standard,TMY,PASSIVE
33178,1.56,Medium,Standard,TMY,PASSIVE
33179,1.36,Medium,Standard,TMY,PASSIVE
33180,0.34,Medium,Standard,TMY,PASSIVE
33181,0.25,Medium,Standard,TMY,PASSIVE
33182,0.25,Medium,Standard,TMY,PASSIVE
33183,0.26,Medium,Standard,TMY,PASSIVE
33184,-0.42,Medium,Standard,TMY,PASSIVE
33185,-0.72,Medium,Standard,TMY,PASSIVE
33186,-0.77,Medium,Standard,TMY,PASSIVE
33187,-0.77,Medium,Standard,TMY,PASSIVE
33188,-0.78,Medium,Standard,TMY,PASSIVE
33189,-0.79,Medium,Standard,TMY,PASSIVE
33190,-0.81,Medium,Standard,TMY,PASSIVE
33191,-0.8,Medium,Standard,TMY,PASSIVE
33192,-0.78,Medium,Standard,TMY,PASSIVE
33193,-0.74,Medium,Standard,TMY,PASSIVE
33194,-0.75,Medium,Standard,TMY,PASSIVE
33195,-0.76,Medium,Standard,TMY,PASSIVE
33196,-0.76,Medium,Standard,TMY,PASSIVE
33197,-0.69,Medium,Standard,TMY,PASSIVE
33198,0.44,Medium,Standard,TMY,PASSIVE
33199,0.4,Medium,Standard,TMY,PASSIVE
33200,0.7,Medium,Standard,TMY,PASSIVE
33201,0.62,Medium,Standard,TMY,PASSIVE
33202,0.49,Medium,Standard,TMY,PASSIVE
33203,0.53,Medium,Standard,TMY,PASSIVE
33204,0.53,Medium,Standard,TMY,PASSIVE
33205,0.49,Medium,Standard,TMY,PASSIVE
33206,0.44,Medium,Standard,TMY,PASSIVE
33207,0.63,Medium,Standard,TMY,PASSIVE
33208,0.18,Medium,Standard,TMY,PASSIVE
33209,-0.35,Medium,Standard,TMY,PASSIVE
33210,-0.84,Medium,Standard,TMY,PASSIVE
33211,-0.71,Medium,Standard,TMY,PASSIVE
33212,-0.63,Medium,Standard,TMY,PASSIVE
33213,-0.61,Medium,Standard,TMY,PASSIVE
33214,-0.6,Medium,Standard,TMY,PASSIVE
33215,-0.6,Medium,Standard,TMY,PASSIVE
33216,-0.59,Medium,Standard,TMY,PASSIVE
33217,-0.59,Medium,Standard,TMY,PASSIVE
33218,-0.59,Medium,Standard,TMY,PASSIVE
33219,-0.59,Medium,Standard,TMY,PASSIVE
33220,-0.58,Medium,Standard,TMY,PASSIVE
33221,-0.5,Medium,Standard,TMY,PASSIVE
33222,0.43,Medium,Standard,TMY,PASSIVE
33223,0.39,Medium,Standard,TMY,PASSIVE
33224,0.53,Medium,Standard,TMY,PASSIVE
33225,1.01,Medium,Standard,TMY,PASSIVE
33226,1.01,Medium,Standard,TMY,PASSIVE
33227,1.63,Medium,Standard,TMY,PASSIVE
33228,1.27,Medium,Standard,TMY,PASSIVE
33229,1.17,Medium,Standard,TMY,PASSIVE
33230,1.23,Medium,Standard,TMY,PASSIVE
33231,0.51,Medium,Standard,TMY,PASSIVE
33232,0.22,Medium,Standard,TMY,PASSIVE
33233,-0.39,Medium,Standard,TMY,PASSIVE
33234,-0.25,Medium,Standard,TMY,PASSIVE
33235,-0.3,Medium,Standard,TMY,PASSIVE
33236,-0.31,Medium,Standard,TMY,PASSIVE
33237,-0.34,Medium,Standard,TMY,PASSIVE
33238,-0.35,Medium,Standard,TMY,PASSIVE
33239,-0.35,Medium,Standard,TMY,PASSIVE
33240,-0.35,Medium,Standard,TMY,PASSIVE
33241,-0.34,Medium,Standard,TMY,PASSIVE
33242,-0.36,Medium,Standard,TMY,PASSIVE
33243,-0.36,Medium,Standard,TMY,PASSIVE
33244,-0.36,Medium,Standard,TMY,PASSIVE
33245,-0.29,Medium,Standard,TMY,PASSIVE
33246,0.6,Medium,Standard,TMY,PASSIVE
33247,0.65,Medium,Standard,TMY,PASSIVE
33248,0.86,Medium,Standard,TMY,PASSIVE
33249,2.41,Medium,Standard,TMY,PASSIVE
33250,2.72,Medium,Standard,TMY,PASSIVE
33251,2.38,Medium,Standard,TMY,PASSIVE
33252,1.44,Medium,Standard,TMY,PASSIVE
33253,1.76,Medium,Standard,TMY,PASSIVE
33254,1.5,Medium,Standard,TMY,PASSIVE
33255,1.7,Medium,Standard,TMY,PASSIVE
33256,0.92,Medium,Standard,TMY,PASSIVE
33257,0.27,Medium,Standard,TMY,PASSIVE
33258,-0.25,Medium,Standard,TMY,PASSIVE
